FILENAME,Filename French,Filename English v.2.1,Excluded in the article,Name,Nb inputs,Fq DKO,Fq DKN,Fq TOT,% DKO,% DKN,% TOT,Nb Names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 1-resp,Nb category,Modal category,Fq modal category,% Category Agreement,Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
tube,tube_de_creme,tube,,,38,2,5,0,5%,13%,0%,31,tube,16,42%,52%,12,2.61,,34,Skincare&bathroom items,23,68%,1.69,,35,3.31,1.51,,35,1.91,0.98,,33,2.97,1.53,,33,2.85,1.39,,33,2.03,1.16
tupperware03a,tupperware03a,tupperware03a,,,37,0,0,1,0%,0%,3%,36,tupperware,20,54%,56%,11,2.28,,39,Kitchen&utensils,33,85%,0.72,,38,4.39,0.95,,38,2.16,1.13,,31,4.19,0.98,,32,4.03,1.15,,32,2.00,1.19
tuque03a,tuque,tuque03a,,,39,0,1,0,0%,3%,0%,38,tuque,15,38%,39%,6,2.00,,38,Clothing,34,89%,0.64,,38,4.50,0.83,,38,2.68,1.16,,31,3.61,1.20,,31,3.48,1.43,,32,3.66,1.38
tweezers02a,pince_a_cils02a,tweezers02a,,,39,0,2,2,0%,5%,5%,35,tweezers,30,77%,86%,3,0.69,,38,Skincare&bathroom items,30,79%,0.97,,38,4.32,1.04,,37,1.86,0.92,,31,4.52,0.81,,31,4.26,0.96,,31,3.26,1.61
umbrella04,parapluie04,umbrella04,,,39,0,0,0,0%,0%,0%,39,umbrella,39,100%,100%,1,0.00,,39,others,16,41%,2.19,,39,4.54,0.94,,39,2.51,1.27,,33,3.27,1.53,,33,2.36,1.43,,33,4.18,1.13
usbkey,Cle_USB,usbkey,,,39,0,1,1,0%,3%,3%,37,usb key,8,21%,22%,18,3.57,,39,Electronic devices&accessories,37,95%,0.29,,39,4.23,1.09,,39,2.97,1.31,,27,4.44,0.80,,28,3.86,1.35,,28,2.29,1.38
vase01,vase,vase01,,,39,1,1,0,3%,3%,0%,37,vase,31,79%,84%,6,1.00,,39,Decoration&gift accessories,27,69%,1.54,,39,3.72,1.34,,39,2.54,1.25,,33,3.67,1.22,,33,4.18,1.07,,33,2.06,1.25
vase02,pot02,vase02,,,39,2,5,0,5%,13%,0%,32,vase,22,56%,69%,10,1.87,,37,Decoration&gift accessories,21,57%,1.99,,38,3.61,1.44,,38,2.71,1.47,,33,3.00,1.48,,33,3.85,1.42,,33,1.85,1.12
vase03,bibelot,vase03,yes,,39,4,8,0,10%,21%,0%,27,vase,8,21%,30%,17,3.62,,34,Decoration&gift accessories,30,88%,0.70,,35,3.03,1.50,,36,3.03,1.44,,,,,,,,,,,,
vhstape,cassette_video01,vhstape,,,39,0,0,0,0%,0%,0%,39,vhs tape,10,26%,26%,9,2.83,,39,Electronic devices&accessories,29,74%,1.28,,39,4.31,1.00,,39,2.46,1.10,,33,4.85,0.36,,33,4.21,0.99,,33,2.24,1.35
videocamera01a,camera_video01a,videocamera01a,,,39,0,0,1,0%,0%,3%,38,video camera,16,41%,42%,9,2.35,,39,Electronic devices&accessories,32,82%,1.08,,39,4.26,1.02,,39,3.28,1.45,,33,4.30,1.02,,33,4.45,0.71,,32,3.78,1.41
vikingmask01b,casque_de_viking01b,vikingmask01b,,,39,1,5,0,3%,13%,0%,33,mask,18,46%,55%,10,2.32,,37,Decoration&gift accessories,16,43%,2.01,,38,2.97,1.48,,37,3.35,1.36,,29,3.45,1.40,,29,3.97,1.15,,29,1.86,1.25
violin,violon,violin,,,39,0,1,1,0%,3%,3%,37,violin,36,92%,97%,4,0.36,,37,Musical&instruments,35,95%,0.36,,37,3.62,1.23,,38,3.24,1.40,,33,4.85,0.44,,33,4.58,0.90,,33,4.36,1.11
walkman,walkman_cassette,walkman,,,38,1,2,0,3%,5%,0%,35,walkman,17,45%,49%,14,4.37,,39,Electronic devices&accessories,28,72%,1.51,,39,3.72,1.41,,39,2.92,1.20,,33,3.88,1.29,,31,3.48,1.34,,31,2.81,1.42
wallet02a,portefeuille01a,wallet02a,,,39,1,0,0,3%,0%,0%,38,wallet,26,67%,68%,11,1.93,,39,others,19,49%,2.28,,37,3.84,1.28,,37,2.49,1.10,,33,3.33,1.45,,33,3.52,1.46,,33,2.79,1.45
walnut01c,noix_de_grenoble,walnut01c,,,39,0,0,2,0%,0%,5%,37,walnut,22,56%,59%,8,1.79,,39,Food,30,77%,0.78,,39,4.23,1.06,,39,2.46,1.23,,33,4.88,0.42,,33,4.48,1.03,,33,1.76,1.30
watch02a,montre02a,watch02a,,,39,0,0,0,0%,0%,0%,39,watch,34,87%,87%,3,0.65,,39,Jewels&money,14,36%,2.40,,39,4.41,1.12,,39,3.08,1.31,,33,3.85,1.25,,33,3.36,1.29,,33,3.82,1.33
waterbottle01b,gourde01,waterbottle01b,,,39,0,0,0,0%,0%,0%,39,water bottle,21,54%,54%,8,1.97,,39,Outdoor activity&sport items,18,46%,1.73,,39,4.21,1.00,,38,2.13,1.02,,33,3.09,1.65,,33,4.18,1.21,,33,2.61,1.62
waterbottle03,bouteille_d_eau01b,waterbottle03,,,39,0,0,0,0%,0%,0%,39,water bottle,28,72%,72%,4,1.17,,37,Food,20,54%,1.83,,39,4.69,0.77,,37,2.41,1.36,,32,4.59,0.84,,32,4.56,1.05,,32,2.91,1.51
wateringcan,arrosoir,wateringcan,,,39,0,7,3,0%,18%,8%,29,watering can,17,44%,59%,13,2.46,,37,Handlabourtools&accessories,25,68%,1.44,,38,3.95,1.21,,37,2.22,1.03,,33,4.00,1.03,,33,4.24,1.00,,33,3.48,1.46
watermelon01,pasteque,watermelon01,,,39,0,0,1,0%,0%,3%,38,water melon,36,92%,95%,2,0.30,,38,Food,27,71%,1.12,,38,4.61,0.75,,38,2.18,1.29,,31,4.58,0.96,,31,4.32,0.83,,31,2.23,1.59
weight01,haltere01,weight01,,,39,1,2,1,3%,5%,3%,35,weight,19,49%,54%,7,1.87,,38,Outdoor activity&sport items,32,84%,0.91,,37,3.84,1.28,,37,2.00,1.11,,31,3.52,1.34,,31,3.84,1.32,,30,3.17,1.46
wheel01,roue01,wheel01,,,39,1,3,1,3%,8%,3%,34,wheel,28,72%,82%,3,0.79,,35,others,13,37%,2.45,,38,3.45,1.48,,38,2.45,1.18,,33,2.45,1.60,,33,2.58,1.50,,33,2.48,1.44
whisk,fouet_a_cuisine,whisk,,,39,0,9,2,0%,23%,5%,28,whisk,20,51%,71%,7,1.55,,39,Kitchen&utensils,39,100%,0.00,,39,3.82,1.25,,39,2.49,1.19,,30,4.63,0.61,,30,3.93,1.05,,30,2.80,1.40
wineglass01,verre_a_vin01,wineglass01,,,39,0,0,0,0%,0%,0%,39,wine glass,23,59%,59%,5,1.46,,39,Kitchen&utensils,31,79%,1.09,,39,4.46,0.85,,38,2.47,1.27,,33,4.48,0.76,,33,4.15,1.12,,33,2.88,1.58
winerack,support_a_bouteilles,winerack,,,39,3,3,0,8%,8%,0%,33,wine rack,19,49%,58%,8,2.01,,37,Decoration&gift accessories,13,35%,2.19,,39,3.38,1.55,,39,2.51,1.19,,33,3.79,1.29,,33,3.97,1.21,,33,1.82,1.16
wire,fil_electrique,wire,,,39,3,3,1,8%,8%,3%,32,wire,14,36%,44%,10,2.47,,36,Electronic devices&accessories,17,47%,2.09,,37,3.24,1.46,,37,2.14,1.06,,32,3.28,1.37,,32,3.34,1.45,,32,1.69,1.26
wirestripper,denudeur_a_cables,wirestripper,yes,,39,0,14,0,0%,36%,0%,25,pliers,11,28%,44%,12,2.85,,37,Handlabourtools&accessories,35,95%,0.36,,39,3.46,1.47,,39,2.38,1.18,,31,3.19,1.51,,31,3.65,1.23,,31,2.71,1.44
woodboard,planche_de_bois,woodboard,,,39,0,2,1,0%,5%,3%,36,wood,12,31%,33%,10,2.79,,36,BuildingInfrastructure,20,56%,1.57,,37,3.81,1.15,,37,2.22,1.16,,33,3.67,1.34,,33,3.18,1.33,,33,1.55,0.83
woodenspoon,cuilliere_de_bois,woodenspoon,,,39,0,2,2,0%,5%,5%,35,wooden spoon,19,49%,54%,7,1.94,,37,Kitchen&utensils,32,86%,0.83,,38,4.37,0.94,,38,2.03,1.33,,33,4.52,0.83,,33,3.94,1.12,,32,2.09,1.09
workglove02c,gant04c,workglove02c,,,39,0,0,0,0%,0%,0%,39,glove,25,64%,64%,6,1.53,,39,Handlabourtools&accessories,29,74%,0.94,,39,3.64,1.37,,39,2.38,1.27,,33,4.48,0.80,,33,4.06,1.22,,33,2.52,1.42
yarn,pelote_de_laine,yarn,,,39,0,2,3,0%,5%,8%,34,yarn,14,36%,41%,8,2.24,,36,others,14,39%,2.35,,38,3.71,1.27,,38,2.71,1.31,,33,3.70,1.26,,33,3.85,1.25,,33,2.09,1.31
ziplocbag,sac_de_conservation,ziplocbag,,,38,5,0,0,13%,0%,0%,33,plastic bag,11,29%,33%,8,2.60,,34,Householdarticles&cleaners,15,44%,1.86,,37,3.95,1.31,,38,1.87,1.12,,33,3.79,1.19,,33,3.18,1.49,,33,2.55,1.56
zucchini01,zukini01,zucchini01,,,38,1,2,1,3%,5%,3%,34,zucchini,27,71%,79%,9,2.09,,39,Food,30,77%,0.78,,39,4.38,0.91,,39,1.97,1.16,,33,4.39,1.00,,33,4.12,1.14,,33,1.52,1.06
