FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
showerhead01,showerhead01,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,shower head,36,86%,88%,4,0.72,,33,1,34,Skincare & bathroom item,19,1,58%,59%,1.76,,42,4.79,0.56,,42,2.29,1.07,,32,4.03,1.2,,32,3.81,1.42,,34,3.53,1.26
shrimp,shrimp,BOSS-2014 (v.2),,42,1,5,1,2%,12%,2%,35,shrimp,25,60%,71%,5,1.39,,33,0,33,Crustacean,26,0,79%,79%,0.99,,42,3.67,1.28,,42,3.14,1.42,,32,2.44,1.48,,32,3.63,1.31,,34,1.68,1.09
windowshutter,shutters,BOSS-2014 (v.2),,42,1,3,2,2%,7%,5%,36,window,13,31%,36%,9,2.49,,33,1,34,Building infrastructure,16,1,48%,50%,2.12,,42,4.02,1.09,,42,2.14,0.9,,,,,,,,,,34,2.24,1.35
siamesecat,siamesecat,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,cat,28,67%,68%,4,1.28,,33,0,33,Feline,32,0,97%,97%,0.2,,42,4.55,0.67,,42,2.79,1.44,,32,3.47,1.27,,32,3,1.5,,34,2.79,1.17
sink,sink,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,sink,31,74%,74%,5,1.16,,32,2,34,Skincare & bathroom item,20,1,63%,62%,1.65,,42,4.81,0.4,,42,2.19,0.97,,31,3.45,1.34,,31,3.16,1.27,,34,3.62,1.18
sippycup,sippycup,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Kitchen & utensil,24,0,73%,69%,1.44,,,,,,,,,,,,,,,,,,,,
skateboard,skateboard,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,skateboard,41,98%,100%,1,0,,31,2,33,Outdoor activity & sport item,22,2,71%,73%,1.14,,42,4.52,0.83,,42,1.88,0.8,,32,4.44,0.76,,32,3.59,1.32,,34,4.21,0.95
skiboot01a,skiboot01a,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,ski boot,28,67%,70%,9,1.71,,33,4,37,Outdoor activity & sport item,30,2,91%,86%,0.52,,42,3.9,1.27,,42,2.55,1.09,,32,4.28,0.77,,32,3.94,1.22,,34,2.85,1.31
skigoggles01,skigoggles,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Ski goggles,18,43%,44%,8,1.83,,33,5,38,Outdoor activity & sport item,28,2,85%,79%,0.61,,42,4.26,1.01,,42,1.83,0.82,,,,,,,,,,34,3.09,1.36
skihelmet01,skihelmet,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,helmet,27,64%,64%,6,1.64,,33,3,36,Outdoor activity & sport item,26,0,79%,72%,0.99,,42,4.14,0.81,,42,1.95,0.91,,32,2.75,1.44,,32,3.28,1.42,,34,3.18,1.29
skipole,skipoles,BOSS-2014 (v.2),,42,0,4,2,0%,10%,5%,36,Ski poles,24,57%,67%,8,1.79,,33,0,33,Outdoor activity & sport item,33,0,100%,100%,0,,42,4.33,1.03,,42,1.81,0.97,,32,4.22,1.01,,32,3.97,1.31,,34,3.29,1.22
skippingrope,skippingrope,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,skipping rope,22,52%,52%,3,1.13,,33,4,37,Gamestoy & entertainment,24,3,73%,73%,0.98,,42,4.55,0.89,,42,1.6,0.94,,32,3.44,1.27,,32,3.31,1.42,,34,4.26,1.16
humanskull,skull,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Human skull,20,48%,48%,3,1.23,,33,5,38,Bodypart,22,4,67%,68%,1.54,,42,4.43,0.86,,42,3.19,1.44,,,,,,,,,,34,1.88,1.27
skunk,skunk,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,skunk,40,95%,98%,2,0.17,,33,0,33,Mammal,30,0,91%,91%,0.58,,42,4.33,1.1,,42,2.83,1.46,,32,4.41,0.71,,32,3.56,1.32,,34,2.35,1.3
sledgehammer,sledgehammer,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,hammer,25,60%,60%,4,1.31,,33,0,33,Hand labour tool & accessory,32,0,97%,97%,0.2,,42,4.26,0.83,,42,1.83,0.76,,31,2.87,1.43,,31,2.71,1.4,,34,3.59,1.13
breadslice,sliceofbread,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bread slice,15,36%,36%,8,2.16,,33,0,33,Food,31,0,94%,94%,0.33,,42,4.76,0.62,,42,1.69,0.75,,,,,,,,,,34,2.71,1.22
slide02,slide02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Decoration & gift accessory,21,0,64%,60%,1.46,,,,,,,,,,,,,,,,,,,,
slidetray,slidetray,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,3,35,Electronic device & accessory,12,0,38%,34%,2.47,,,,,,,,,,,,,,,,,,,,
slipper01b,slipper01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
slug,slug,BOSS-2014 (v.2),,42,2,1,1,5%,2%,2%,38,slug,26,62%,68%,4,1.16,,33,0,33,Insect,21,0,64%,64%,1.59,,41,3.85,1.15,,41,2.46,1.32,,32,3.97,1.18,,32,3.81,1.26,,34,1.68,0.91
slushiemachine,slushmachine,BOSS-2014 (v.2),,42,0,0,4,0%,0%,10%,38,Slushie Machine,22,52%,58%,14,2.51,,33,4,37,Food,17,1,52%,49%,1.99,,42,4.24,1.1,,42,2.74,1.17,,32,3.63,1.29,,32,3.66,1.18,,33,2.33,1.24
minifridge,smallfridge,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Fridge,15,36%,36%,10,2.51,,33,2,35,Kitchen & utensil,15,2,45%,49%,1.81,,42,4.45,0.8,,42,1.93,0.97,,,,,,,,,,34,2.79,1.17
smartboard,smartboard,BOSS-2014 (v.2),,42,2,0,0,5%,0%,0%,40,white board,24,57%,60%,13,2.28,,32,0,32,Stationary & school supply,23,0,72%,72%,1.13,,41,4.37,0.86,,42,1.62,0.88,,32,4.53,0.72,,32,4.19,1.26,,34,3.03,1.31
smokedetector02,smokedetector02,BOSS-2014 (v.2),,42,2,1,2,5%,2%,5%,37,Smoke detector,20,48%,54%,5,1.76,,33,2,35,Electronic device & accessory,13,1,39%,40%,2.38,,42,4.48,0.92,,42,2.02,1.05,,,,,,,,,,34,2.12,1.15
smokedsalmon,smokedsalmon,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Salmon,12,29%,29%,16,3.22,,33,4,37,Food,31,1,94%,86%,0.39,,42,4.14,1.16,,42,2.57,1.27,,,,,,,,,,33,1.64,0.99
snail,snail,BOSS-2014 (v.2),,42,0,0,2,0%,0%,5%,40,shell,16,38%,40%,9,2.37,,33,1,34,Crustacean,21,0,64%,62%,1.64,,42,4.02,1,,42,2.71,1.33,,,,,,,,,,34,1.79,1.12
eyechart,snellenchart,BOSS-2014 (v.2),,42,0,4,2,0%,10%,5%,36,eye chart,17,40%,47%,15,2.92,,32,0,32,Medical instrument & accessory,23,0,72%,72%,1.37,,42,4.5,0.83,,42,2.31,1.16,,,,,,,,,,34,2.94,1.43
snowblower,snowblower,BOSS-2014 (v.2),,42,3,8,2,7%,19%,5%,29,snow blower,12,29%,41%,11,2.77,,33,3,36,Hand labour tool & accessory,23,1,70%,67%,1.28,,42,3.55,1.29,,42,3.52,1.42,,,,,,,,,,34,2.35,1.18
snowboard,snowboard,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Snowboard,40,95%,95%,3,0.32,,33,0,33,Outdoor activity & sport item,32,0,97%,97%,0.2,,42,4.5,0.77,,42,2.29,1.04,,32,4.03,1.18,,32,2.94,1.34,,34,3.65,1.32
snowbrush,snowbrush,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Hand labour tool & accessory,14,0,42%,39%,1.82,,,,,,,,,,,,,,,,,,34,3.32,1.39
snowglobe,snowglobe,BOSS-2014 (v.2),,42,0,4,0,0%,10%,0%,38,snow globe,26,62%,68%,10,1.87,,32,3,35,Decoration & gift accessory,28,2,88%,86%,0.64,,42,4.12,0.97,,42,2.9,1.45,,32,3.34,1.33,,32,4,1.41,,34,2.15,1.31
snowman,snowman,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,snowman,42,100%,100%,1,0,,32,6,38,Outdoor activity & sport item,13,4,41%,45%,1.98,,42,4.62,0.58,,42,2.26,1.13,,32,4.09,1.23,,32,4.22,1.13,,34,3.26,1.36
snowpea01,snowpea01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Food,29,0,91%,91%,0.6,,,,,,,,,,,,,,,,,,,,
snowshoe,snowshoe,BOSS-2014 (v.2),,42,0,7,2,0%,17%,5%,33,Snowshoe,29,69%,88%,3,0.63,,33,1,34,Outdoor activity & sport item,31,1,94%,94%,0.39,,42,3.57,1.31,,42,2.71,1.07,,32,3.97,1.2,,32,3.44,1.27,,33,3.12,1.08
snowshovel,snowshovel,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Snow shovel,23,55%,56%,2,0.99,,33,2,35,Hand labour tool & accessory,20,0,61%,57%,1.59,,42,4.62,0.82,,42,1.69,0.87,,32,4.06,1.22,,32,4.13,1.21,,34,4.03,1.03
soap03a,soap03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,23,0,70%,70%,1.51,,,,,,,,,,,,,,,,,,,,
soapdispenser01,soapdispenser01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,31,0,94%,94%,0.33,,,,,,,,,,,,,,,,,,,,
soccerball,soccerball,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,soccer ball,41,98%,98%,2,0.16,,33,3,36,Outdoor activity & sport item,29,2,88%,86%,0.53,,42,4.52,0.8,,42,1.98,1.05,,32,3.84,1.19,,32,4.22,1.13,,34,3.97,1.24
soccercleat01,soccercleat01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Soccer cleat,11,26%,26%,9,2.59,,33,11,44,Clothing,18,6,55%,55%,0.99,,42,4.38,0.94,,42,2.43,1.13,,,,,,,,,,34,3.18,1.38
sock01a,sock01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
soil,soil,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Natural element,22,0,67%,67%,1.42,,,,,,,,,,,,,,,,,,,,
solderingiron,solderingiron,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,3,35,Hand labour tool & accessory,17,1,53%,51%,1.77,,,,,,,,,,,,,,,,,,,,
solderingwire,solderingwire,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Hand labour tool & accessory,13,0,41%,41%,1.97,,,,,,,,,,,,,,,,,,,,
oblongcan02,solvent02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,18,0,55%,55%,1.72,,,,,,,,,,,,,,,,,,34,1.79,1.07
djmixer02,soundboard,BOSS-2014 (v.2),,42,3,2,1,7%,5%,2%,36,Dj turntable,3,7%,8%,25,4.5,,33,8,41,Electronic device & accessory,15,4,45%,46%,1.43,,42,3.4,1.33,,42,3.24,1.34,,,,,,,,,,34,3.56,1.48
spacerocket,spacerocket,BOSS-2014 (v.2),,42,1,0,1,2%,0%,2%,40,rocket,27,64%,68%,9,1.77,,33,1,34,Vehicle,22,0,67%,65%,1.48,,41,3.93,1.03,,42,2.45,1.13,,32,3.44,1.27,,32,4.31,1.2,,34,2.03,1.27
spacerover,spacerover,BOSS-2014 (v.2),,42,13,4,0,31%,10%,0%,25,Mars rover,14,33%,56%,8,2.16,,33,2,35,Vehicle,23,0,70%,66%,1.42,,40,2.53,1.45,,41,3.73,1.23,,,,,,,,,,32,1.5,0.76
spaghetti01,spaghetti01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Spaghetti,24,57%,57%,12,2.35,,33,0,33,Food,33,0,100%,100%,0,,42,4.76,0.43,,42,1.79,1.02,,32,3.06,1.7,,32,3.44,1.48,,34,2.5,1.42
spatula03,spatula03,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
spatula04,spatula04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
speaker04,speaker04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Electronic device & accessory,26,1,79%,75%,1.04,,,,,,,,,,,,,,,,,,,,
spear02,spear02,BOSS-2014 (v.2),,42,2,1,3,5%,2%,7%,36,Spear,27,64%,75%,6,1.28,,33,1,34,War related weapon & item,28,0,85%,82%,0.97,,41,3.71,1.35,,40,1.63,0.77,,32,4.13,1.13,,32,3.63,1.41,,34,2.97,1.51
speedball,speedball,BOSS-2014 (v.2),,42,0,10,2,0%,24%,5%,30,punching bag,15,36%,50%,9,2.3,,33,0,33,Outdoor activity & sport item,32,0,97%,97%,0.2,,41,3.78,0.94,,41,2.37,1.04,,,,,,,,,,34,3.82,1.27
spicerack,spiceholder,BOSS-2014 (v.2),,42,1,1,0,2%,2%,0%,40,spice rack,34,81%,85%,5,0.88,,33,5,38,Kitchen & utensil,26,2,79%,74%,0.87,,42,4.36,0.93,,42,2.93,1.07,,32,3,1.37,,32,3.53,1.37,,34,2.74,1.21
spiderweb,spiderweb,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,spider web,39,93%,93%,3,0.44,,33,3,36,Natural element,20,0,61%,56%,1.7,,42,4.74,0.59,,42,2.71,1.5,,32,4.38,1.01,,32,4.06,1.24,,34,2.38,1.39
exercisebike,spinbike,BOSS-2014 (v.2),,42,0,5,3,0%,12%,7%,34,Exercise bike,12,29%,35%,15,3.19,,33,0,33,Outdoor activity & sport item,24,0,73%,73%,1.32,,42,4.1,1.21,,42,2.98,1.24,,,,,,,,,,34,3.56,1.16
spinningtoy,spinningtoy,BOSS-2014 (v.2),,42,2,4,0,5%,10%,0%,36,Toy,13,31%,36%,10,2.57,,32,0,32,Gamestoy & entertainment,30,0,94%,94%,0.4,,42,3.38,1.29,,42,2.88,1.21,,,,,,,,,,33,1.64,0.99
sponge01,sponge01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,24,0,73%,73%,0.85,,,,,,,,,,,,,,,,,,,,
spoon01,spoon01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
sportbag,sportbag,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Outdoor activity & sport item,16,0,48%,48%,2.16,,,,,,,,,,,,,,,,,,,,
sportsjersey,sportsjersey,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,jersey,22,52%,52%,11,2.43,,33,9,42,Clothing,30,1,91%,74%,0.44,,42,4.36,0.82,,42,1.86,0.87,,18,2.39,1.46,,18,2.61,1.58,,34,2.32,1.22
athleticsock,sportssock,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,sock,34,81%,81%,7,1.16,,32,0,32,Clothing,31,0,97%,97%,0.2,,42,4.64,0.82,,42,1.6,0.86,,32,3.69,1.18,,32,3.25,1.37,,34,3.82,1.24
spotlight,spotlight,BOSS-2014 (v.2),,42,0,3,0,0%,7%,0%,39,spot light,15,36%,38%,11,2.67,,33,1,34,Electronic device & accessory,14,0,42%,41%,2.32,,42,3.83,1.15,,42,2.38,1.06,,,,,,,,,,32,2.28,1.25
spraybottle01,spraybottle01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Household article & cleaner,28,0,88%,85%,0.79,,,,,,,,,,,,,,,,,,,,
spraycan,spraycan,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,13,0,39%,38%,2.13,,,,,,,,,,,,,,,,,,,,
springroll,springroll,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Spring roll,22,52%,54%,8,1.87,,32,0,32,Food,31,0,97%,97%,0.2,,41,4.59,0.67,,42,1.86,0.98,,32,4.06,1.11,,32,3.75,1.14,,33,1.85,1.18
sprinkler,sprinkler,BOSS-2014 (v.2),,42,1,6,4,2%,14%,10%,31,Sprinkler,12,29%,39%,14,3.04,,32,0,32,Building infrastructure,12,0,38%,38%,2.28,,42,4,1.15,,42,2.69,1.2,,,,,,,,,,34,2.26,1.26
sprouts,sprouts,BOSS-2014 (v.2),,42,5,9,3,12%,21%,7%,25,Sprouts,7,17%,28%,14,3.43,,33,1,34,Food,31,0,94%,91%,0.33,,42,3.55,1.15,,42,2.17,1.01,,,,,,,,,,32,1.66,1
handheldtelescope,spyglass,BOSS-2014 (v.2),,42,1,4,3,2%,10%,7%,34,telescope,27,64%,79%,8,1.31,,33,2,35,War related weapon & item,11,1,33%,34%,2.43,,42,3.64,1.34,,41,2.29,0.96,,32,2.97,1.56,,32,3.16,1.48,,33,3.64,1.27
squeegee01b,squeegee01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,14,0,42%,41%,1.53,,,,,,,,,,,,,,,,,,,,
squid,squid,BOSS-2014 (v.2),,41,3,2,2,7%,5%,5%,34,Squid,30,73%,88%,4,0.7,,33,1,34,Fish,16,0,48%,47%,1.75,,40,3.65,1.27,,40,3.38,1.43,,32,3.22,1.39,,32,3.16,1.37,,33,1.58,1.03
squirrel,squirrel02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,squirrel,42,100%,100%,1,0,,33,0,33,Mammal,32,0,97%,97%,0.2,,42,4.69,0.72,,42,2.88,1.43,,32,3.72,1.37,,32,3.38,1.58,,34,1.94,1.18
stackingring01a,stackingrings01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Gamestoy & entertainment,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
stairs,stair,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,stairs,26,62%,62%,7,1.58,,31,0,31,Building infrastructure,28,0,90%,90%,0.46,,42,4.69,0.78,,42,2.1,0.91,,32,2.91,1.3,,32,3.5,1.41,,34,3.59,1.4
floorlamp,standinglamp,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,lamp,36,86%,86%,3,0.72,,33,3,36,Furniture,20,0,61%,56%,1.54,,42,4.57,0.7,,42,2.07,0.95,,32,3.78,1.18,,32,4.22,1.07,,34,3,1.21
staplegun,staplegun,BOSS-2014 (v.2),,42,2,4,1,5%,10%,2%,35,Staple gun,14,33%,40%,9,2.17,,32,3,35,Hand labour tool & accessory,22,1,69%,66%,1.26,,42,4.24,1.08,,42,2.26,0.89,,,,,,,,,,34,3.29,1.22
stapler03a,stapler03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
stapleremover,stapleremover,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,29,0,88%,88%,0.71,,,,,,,,,,,,,,,,,,,,
staple,staples,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Stationary & school supply,28,0,88%,88%,0.79,,,,,,,,,,,,,,,,,,,,
star,star,BOSS-2014 (v.2),,42,4,2,0,10%,5%,0%,36,Star,21,50%,58%,11,2.23,,33,0,33,Decoration & gift accessory,18,0,55%,55%,2.04,,41,3.24,1.48,,42,2.5,1.13,,,,,,,,,,31,1.71,1.13
starfish01,starfish01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Crustacean,21,0,64%,62%,1.64,,,,,,,,,,,,,,,,,,,,
statue,statue,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,statue,36,86%,88%,6,0.82,,33,1,34,Decoration & gift accessory,15,1,45%,47%,1.49,,42,3.67,1.14,,42,2.9,1.28,,32,3.13,1.39,,32,3.97,1.38,,33,1.64,1.14
statuette01,statuette01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Decoration & gift accessory,28,0,88%,82%,0.73,,,,,,,,,,,,,,,,,,,,
steamroller,steamroller,BOSS-2014 (v.2),,42,0,9,8,0%,21%,19%,25,Steam roller,13,31%,52%,9,2.37,,33,0,33,Vehicle,32,0,97%,97%,0.2,,41,4.05,0.92,,41,3.1,1.34,,,,,,,,,,34,2.18,1.29
steeringwheel,steeringwheel,BOSS-2014 (v.2),,41,0,0,0,0%,0%,0%,41,Steering wheel,28,68%,68%,4,1.36,,33,2,35,Vehicle,22,0,67%,63%,1.42,,41,4.76,0.58,,41,2.15,1.06,,32,4.13,1.01,,32,2.91,1.25,,34,4.32,0.88
stepladder,stepladder,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,ladder,35,83%,83%,3,0.75,,33,2,35,Hand labour tool & accessory,27,0,82%,77%,0.97,,42,4.62,0.82,,42,1.76,0.82,,31,3.61,1.33,,31,3.61,1.45,,34,3.47,1.31
gearshift,stickshift,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,Gear shift,12,29%,32%,15,3.37,,33,2,35,Vehicle,20,0,61%,57%,1.69,,42,4.29,0.94,,42,2.38,0.99,,,,,,,,,,34,3.76,0.99
stickytack,stickytack,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Gamestoy & entertainment,9,0,28%,28%,2.69,,,,,,,,,,,,,,,,,,34,1.56,1.19
stool01,stool01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Stool,37,88%,88%,5,0.76,,33,0,33,Furniture,32,0,97%,97%,0.2,,42,4.67,0.65,,42,1.81,0.92,,32,4.16,1.11,,32,3,1.34,,34,3.12,1.2
storagebin,storageshelves,BOSS-2014 (v.2),,42,0,7,2,0%,17%,5%,33,Shelves,4,10%,12%,21,4.15,,32,1,33,Stationary & school supply,13,0,41%,39%,2.13,,42,3.9,1.05,,42,1.76,0.73,,,,,,,,,,34,1.88,1.01
sieve01b,strainer01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
strainer02,strainer02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
strap,strap,BOSS-2014 (v.2),,42,1,9,5,2%,21%,12%,27,Belt,15,36%,56%,12,2.51,,33,0,33,Clothing,17,0,52%,52%,1.99,,42,3.86,1.12,,41,1.71,0.84,,,,,,,,,,33,2.52,1.35
straw,straw,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Kitchen & utensil,25,0,78%,76%,1.31,,,,,,,,,,,,,,,,,,,,
strawbasket01,strawbasket01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Decoration & gift accessory,28,0,85%,85%,0.82,,,,,,,,,,,,,,,,,,,,
strawberry,strawberry,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Food,29,0,91%,91%,0.53,,,,,,,,,,,,,,,,,,,,
lamppost02,streetlight,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Lamp post,12,29%,29%,9,2.71,,32,1,33,Building infrastructure,21,0,66%,64%,1.66,,42,4.43,0.77,,42,1.83,0.88,,,,,,,,,,34,1.76,1.07
stroller,stroller,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,Stroller,22,52%,56%,5,1.49,,33,6,39,Outdoor activity & sport item,13,0,39%,33%,2.05,,42,4.43,0.89,,42,2.79,1.37,,32,4,1.05,,32,3.88,1.21,,34,3.18,1.27
stubbywrench01a,stubbywrench01a,BOSS-2014 (v.2),,41,0,2,5,0%,5%,12%,34,wrench,34,83%,100%,1,0,,33,0,33,Hand labour tool & accessory,33,0,100%,100%,0,,41,4.41,0.84,,41,1.66,0.91,,32,4.13,1.24,,32,3.59,1.34,,34,3.32,1.27
studiolight,studiolight,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Electronic device & accessory,22,0,69%,69%,1.87,,,,,,,,,,,,,,,,,,,,
stuffedpuffin,stuffedpuffin,BOSS-2014 (v.2),,42,3,6,0,7%,14%,0%,33,bird,20,48%,61%,6,1.56,,33,0,33,Bird,30,0,91%,91%,0.58,,41,3.24,1.3,,41,3.39,1.26,,,,,,,,,,34,1.56,0.96
treestump,stump,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Tree stump,24,57%,59%,8,1.86,,32,0,32,Natural element,32,0,100%,100%,0,,42,4.36,0.82,,42,2.74,1.4,,32,3.59,1.07,,32,4.19,1.15,,33,2.09,1.38
sturgeon,sturgeon,BOSS-2014 (v.2),,41,5,7,0,12%,17%,0%,29,fish,23,56%,79%,5,1.13,,32,1,33,Fish,29,0,91%,88%,0.53,,41,2.59,1.24,,41,3.2,1.38,,32,2.41,1.54,,32,3,1.57,,34,1.53,0.9
styrofoamcup,styrofoamcup,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,28,1,85%,85%,0.97,,,,,,,,,,,,,,,,,,,,
maplebuttercone,sugarcone,BOSS-2014 (v.2),,42,0,3,4,0%,7%,10%,35,Ice cream cone,19,45%,54%,8,2.17,,33,0,33,Food,33,0,100%,100%,0,,42,4.38,0.94,,42,2.19,0.83,,,,,,,,,,33,2.42,1.28
suitcase,suitcase,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Household article & cleaner,12,1,38%,38%,2.48,,,,,,,,,,,,,,,,,,,,
suitofarmor,suitofarmor,BOSS-2014 (v.2),,42,0,0,2,0%,0%,5%,40,armor,21,50%,53%,9,2.18,,33,5,38,War related weapon & item,24,3,73%,71%,0.98,,42,3.98,1,,42,3.17,1.27,,,,,,,,,,34,2.18,1.27
sunflowerseeds,sunflowerseeds,BOSS-2014 (v.2),,42,1,0,1,2%,0%,2%,40,Sunflower seeds,20,48%,50%,9,2.17,,33,1,34,Food,33,0,100%,97%,0,,42,4.4,0.91,,42,2.45,1.27,,,,,,,,,,32,2,1.22
sunglasses04,sunglasses04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,6,39,Clothing,23,0,70%,59%,1.16,,,,,,,,,,,,,,,,,,,,
surfboard,surfboard,BOSS-2014 (v.2),,42,5,1,2,12%,2%,5%,34,surf board,34,81%,100%,1,0,,32,1,33,Outdoor activity & sport item,28,1,88%,88%,0.73,,41,3.61,1.43,,41,1.85,0.82,,32,3.78,1.1,,32,3.09,1.33,,32,3.38,1.34
swallow,swallow,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,bird,29,69%,71%,9,1.64,,32,1,33,Bird,32,0,100%,97%,0,,42,3.69,1.05,,42,3.1,1.3,,32,3.34,1.45,,32,2.94,1.63,,34,1.79,1.2
